Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,106
Singly Linked List,deallocate two,25,4,0.6,9,68
Singly Linked List,non-destructive append,63,21,5.6,21,2216
Singly Linked List,intersection,FAIL,16,-,FAIL,4507
Sorted list,insert,86,21,4.1,25,555
Sorted list,reverse,36,9,2.0,11,292
Sorted list,merge,FAIL,23,-,FAIL,2160
Doubly Linked List,singleton,14,13,0.5,5,40
Doubly Linked List,append,32,20,3.4,10,1083
Doubly Linked List,delete,67,18,4.8,19,1117
List of Lists,flatten,68,12,2.3,22,531
List of Lists,length,FAIL,12,-,FAIL,3900
Binary Tree,size,32,13,1.3,9,213
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,46,12,3.0,16,930
Binary Tree,flatten to dll in place,48,5,3.2,15,1016
BST,insert,FAIL,21,-,FAIL,3406
BST,rotate left,15,74,5.9,5,985
BST,delete root,FAIL,41,-,FAIL,2009
BST,from list,85,15,9.8,27,1586
Rose Tree,flatten,FAIL,10,-,FAIL,5319
Packed Tree,pack,FAIL,36,-,FAIL,3103
