Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,37
Singly Linked List,max,FAIL,22,-,FAIL,105
Singly Linked List,initialize,13,8,1.1,4,115
Singly Linked List,copy,FAIL,12,-,FAIL,70
Singly Linked List,append,FAIL,17,-,FAIL,1337
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,731
Singly Linked List,intersection,FAIL,16,-,FAIL,549
Singly Linked List,difference,FAIL,14,-,FAIL,255
Sorted list,prepend,11,29,0.7,4,48
Sorted list,sort,FAIL,9,-,FAIL,222
Sorted list,reverse,FAIL,9,-,FAIL,303
Sorted list,merge,FAIL,23,-,FAIL,2213
Doubly Linked List,singleton,14,13,0.6,5,46
Doubly Linked List,append,FAIL,20,-,FAIL,1384
Doubly Linked List,delete,FAIL,18,-,FAIL,336
List of Lists,deallocate,FAIL,3,-,FAIL,522
List of Lists,flatten,FAIL,12,-,FAIL,1209
List of Lists,length,FAIL,12,-,FAIL,1318
Binary Tree,deallocate two,47,4,1.2,16,374
Binary Tree,copy,FAIL,12,-,FAIL,143
Binary Tree,flatten,FAIL,10,-,FAIL,38
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2468
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2407
BST,insert,FAIL,21,-,FAIL,233
BST,find max,FAIL,25,-,FAIL,374
BST,from list,FAIL,15,-,FAIL,129
Packed Tree,pack,FAIL,36,-,FAIL,3083
