Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,19
Singly Linked List,max,FAIL,22,-,FAIL,228
Singly Linked List,initialize,13,8,1.0,4,140
Singly Linked List,copy,FAIL,12,-,FAIL,71
Singly Linked List,append,FAIL,17,-,FAIL,1180
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,658
Singly Linked List,intersection,FAIL,16,-,FAIL,575
Singly Linked List,difference,FAIL,14,-,FAIL,185
Sorted list,prepend,11,29,0.6,4,36
Sorted list,sort,FAIL,9,-,FAIL,2102
Sorted list,reverse,FAIL,9,-,FAIL,2346
Sorted list,merge,FAIL,23,-,FAIL,1986
Doubly Linked List,singleton,14,13,0.5,5,30
Doubly Linked List,append,FAIL,20,-,FAIL,1214
Doubly Linked List,delete,FAIL,18,-,FAIL,782
List of Lists,deallocate,FAIL,3,-,FAIL,522
List of Lists,flatten,FAIL,12,-,FAIL,1180
List of Lists,length,FAIL,12,-,FAIL,1066
Binary Tree,deallocate two,47,4,2.2,16,374
Binary Tree,copy,FAIL,12,-,FAIL,102
Binary Tree,flatten,FAIL,10,-,FAIL,36
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4162
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5711
BST,insert,FAIL,21,-,FAIL,1793
BST,find max,FAIL,25,-,FAIL,521
BST,from list,FAIL,15,-,FAIL,128
Packed Tree,pack,FAIL,36,-,FAIL,3030
