Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,19
Singly Linked List,max,FAIL,22,-,FAIL,166
Singly Linked List,initialize,13,8,0.9,4,103
Singly Linked List,copy,FAIL,12,-,FAIL,74
Singly Linked List,append,FAIL,17,-,FAIL,1244
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,728
Singly Linked List,intersection,FAIL,16,-,FAIL,566
Singly Linked List,difference,FAIL,14,-,FAIL,221
Sorted list,prepend,11,29,0.6,4,39
Sorted list,sort,FAIL,9,-,FAIL,1094
Sorted list,reverse,FAIL,9,-,FAIL,1148
Sorted list,merge,FAIL,23,-,FAIL,2116
Doubly Linked List,singleton,14,13,0.5,5,32
Doubly Linked List,append,FAIL,20,-,FAIL,1320
Doubly Linked List,delete,FAIL,18,-,FAIL,530
List of Lists,deallocate,FAIL,3,-,FAIL,522
List of Lists,flatten,FAIL,12,-,FAIL,1354
List of Lists,length,FAIL,12,-,FAIL,1210
Binary Tree,deallocate two,47,4,2.0,16,362
Binary Tree,copy,FAIL,12,-,FAIL,102
Binary Tree,flatten,FAIL,10,-,FAIL,36
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3263
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2780
BST,insert,FAIL,21,-,FAIL,1371
BST,find max,FAIL,25,-,FAIL,381
BST,from list,FAIL,15,-,FAIL,128
Packed Tree,pack,FAIL,36,-,FAIL,3105
