Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,9
Integers,min of two,10,9,0.6,3,29
Singly Linked List,length,21,15,1.1,6,122
Singly Linked List,min,102,22,5.1,30,714
Singly Linked List,singleton,11,12,0.5,4,33
Singly Linked List,initialize,13,8,0.9,4,105
Singly Linked List,append,19,17,1.4,6,207
Singly Linked List,delete,48,16,2.2,15,280
Singly Linked List,append three,58,21,3.1,18,874
Singly Linked List,non-destructive append,66,21,5.6,22,2075
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1469
Sorted list,prepend,11,29,0.6,4,42
Sorted list,reverse,49,9,2.3,13,313
Sorted list,merge,FAIL,23,-,FAIL,1385
Doubly Linked List,singleton,14,13,0.5,5,34
Doubly Linked List,copy,71,15,6.0,24,2175
Doubly Linked List,append,48,20,3.5,16,909
Doubly Linked List,delete,93,18,5.2,29,1007
Doubly Linked List,single to double,69,11,1.5,24,215
List of Lists,deallocate,32,3,1.0,11,89
Binary Tree,size,32,13,1.4,9,204
Binary Tree,deallocate two,47,4,1.3,16,263
Binary Tree,flatten w/append,51,10,1.8,18,310
Binary Tree,flatten w/acc,66,17,1.8,22,286
Binary Tree,flatten,74,10,3.0,24,706
Binary Tree,flatten to dll in place,51,5,5.0,16,1568
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3329
BST,rotate left,15,74,6.2,5,977
BST,find min,FAIL,25,-,FAIL,1601
BST,to sorted list,FAIL,15,-,FAIL,1907
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2588
