Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,max,61,22,4.5,16,672
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,append,19,17,1.3,6,192
Singly Linked List,delete,51,16,2.3,16,407
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,63,21,7.2,21,2783
Singly Linked List,deduplicate,94,10,3.4,30,571
Sorted list,prepend,11,29,0.6,4,51
Sorted list,insert,109,21,3.6,34,777
Sorted list,reverse,36,9,1.3,11,181
Doubly Linked List,single to double,66,11,1.7,23,274
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,57,12,1.6,19,273
Binary Tree,size,32,13,2.5,9,971
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,flatten w/append,48,10,1.0,17,134
BST,rotate left,15,74,8.3,5,2214
BST,from list,FAIL,15,-,FAIL,1764
BST,to sorted list,67,15,9.5,21,2446
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,3965
Packed Tree,pack,FAIL,36,-,FAIL,2333
