Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,13
Singly Linked List,max,FAIL,22,-,FAIL,519
Singly Linked List,min,FAIL,22,-,FAIL,528
Singly Linked List,singleton,11,12,0.4,4,33
Singly Linked List,append,19,17,0.7,6,109
Singly Linked List,delete,FAIL,16,-,FAIL,732
Singly Linked List,deallocate two,25,4,0.4,9,66
Singly Linked List,union,FAIL,14,-,FAIL,871
Singly Linked List,intersection,FAIL,16,-,FAIL,957
Singly Linked List,difference,FAIL,14,-,FAIL,745
Sorted list,sort,FAIL,9,-,FAIL,539
Sorted list,reverse,36,9,1.1,11,165
Sorted list,merge,FAIL,23,-,FAIL,591
Doubly Linked List,singleton,14,13,0.4,5,37
Doubly Linked List,copy,FAIL,15,-,FAIL,992
Doubly Linked List,single to double,66,11,1.4,23,272
List of Lists,flatten,56,12,1.5,18,323
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.8,16,213
Binary Tree,flatten w/acc,66,17,1.1,22,205
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,981
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1042
BST,rotate left,FAIL,74,-,FAIL,147
BST,rotate right,FAIL,74,-,FAIL,147
BST,find max,FAIL,25,-,FAIL,544
BST,delete root,FAIL,41,-,FAIL,391
BST,from list,FAIL,15,-,FAIL,443
BST,to sorted list,FAIL,15,-,FAIL,761
Rose Tree,deallocate,30,2,0.4,11,52
Rose Tree,flatten,80,10,2.1,25,469
