Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Singly Linked List,max,FAIL,22,-,FAIL,671
Singly Linked List,min,FAIL,22,-,FAIL,650
Singly Linked List,singleton,11,12,0.3,4,34
Singly Linked List,append,19,17,0.7,6,112
Singly Linked List,delete,FAIL,16,-,FAIL,579
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,union,FAIL,14,-,FAIL,824
Singly Linked List,intersection,FAIL,16,-,FAIL,1057
Singly Linked List,difference,FAIL,14,-,FAIL,718
Sorted list,sort,FAIL,9,-,FAIL,607
Sorted list,reverse,36,9,1.1,11,177
Sorted list,merge,FAIL,23,-,FAIL,578
Doubly Linked List,singleton,14,13,0.4,5,38
Doubly Linked List,copy,FAIL,15,-,FAIL,1156
Doubly Linked List,single to double,66,11,1.2,23,224
List of Lists,flatten,53,12,1.1,17,220
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,flatten w/acc,63,17,1.1,21,213
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,746
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,1010
BST,rotate left,FAIL,74,-,FAIL,147
BST,rotate right,FAIL,74,-,FAIL,147
BST,find max,FAIL,25,-,FAIL,647
BST,delete root,FAIL,41,-,FAIL,404
BST,from list,FAIL,15,-,FAIL,350
BST,to sorted list,FAIL,15,-,FAIL,643
Rose Tree,deallocate,24,2,0.5,9,50
Rose Tree,flatten,FAIL,10,-,FAIL,1024
